,Month,Day,Community Area,Domestic,Arrest,Location Description_RESIDENCE,Location Description_STREET,Primary Type_BATTERY,Primary Type_THEFT,SocioEconomic-Status_Low Income,SocioEconomic-Status_Moderate Income
113560,2,5,25,False,False,0,1,1,0,0,1
106960,2,3,34,False,False,0,1,0,1,0,0
478651,6,5,24,True,False,1,0,1,0,1,0
255842,3,26,27,False,False,0,1,1,0,0,0
553866,6,27,6,False,False,0,1,0,0,1,0
1151419,12,22,71,True,False,1,0,1,0,0,1
1112344,12,9,69,False,False,0,1,1,0,0,1
226822,3,16,48,False,False,0,1,0,1,0,1
144814,2,16,25,False,False,0,1,0,1,0,1
1148101,12,21,1,True,False,0,0,1,0,0,1
884003,9,30,25,True,False,1,0,0,0,0,1
909825,10,7,13,False,False,0,1,0,0,0,1
208008,3,10,69,False,False,0,0,0,0,0,1
611478,7,13,36,False,False,0,0,0,0,0,0
547564,6,25,25,True,False,0,1,1,0,0,1
355154,4,29,3,False,False,0,1,0,0,0,1
1144246,12,20,70,False,False,0,1,1,0,0,1
754574,8,23,1,False,False,1,0,0,1,0,1
854859,9,21,71,True,False,0,1,0,0,0,1
622534,7,17,3,False,False,0,1,0,1,0,1
338040,4,23,67,False,False,0,1,0,0,0,0
416212,5,18,64,False,False,0,1,0,1,1,0
74348,1,23,60,False,False,0,1,0,1,0,1
284023,4,5,7,False,False,0,1,0,1,1,0
174510,2,27,67,False,False,0,0,0,1,0,0
726964,8,15,43,True,False,0,0,1,0,0,1
348872,4,27,26,True,False,0,1,1,0,0,0
1094255,12,4,21,False,False,0,1,0,1,0,1
640997,7,22,73,False,False,0,1,0,1,0,1
1151504,12,22,43,False,False,0,0,0,0,0,1
152534,2,19,20,True,False,0,0,1,0,0,1
292915,4,8,16,False,False,0,1,0,1,0,1
435117,5,24,28,False,False,0,0,0,1,0,1
787722,9,1,41,True,False,0,0,1,0,1,0
40186,1,11,49,False,False,0,1,0,1,0,1
115030,2,6,49,False,False,0,0,0,0,0,1
753030,8,23,68,False,False,1,0,0,0,0,0
356105,4,29,44,True,False,0,0,1,0,0,1
1135227,12,17,35,False,False,0,1,0,1,0,1
566626,7,1,25,False,False,1,0,1,0,0,1
285421,4,5,72,False,False,0,1,0,1,1,0
716984,8,12,25,False,False,0,1,1,0,0,1
403512,5,15,21,False,False,1,0,1,0,0,1
468637,6,2,49,False,False,0,0,0,1,0,1
953224,10,20,41,False,False,0,1,0,1,1,0
962695,10,23,1,False,False,1,0,0,0,0,1
874059,9,27,8,False,False,0,1,0,1,1,0
601649,7,10,15,True,False,1,0,1,0,0,1
19636,1,6,67,True,False,0,0,1,0,0,0
1005271,11,5,46,True,False,0,0,1,0,0,0
320116,4,17,70,True,False,1,0,1,0,0,1
1116322,12,11,25,True,False,1,0,1,0,0,1
1150207,12,22,19,False,False,0,1,0,1,0,1
728753,8,16,33,False,False,0,1,0,1,1,0
1138788,12,18,26,False,False,0,0,0,1,0,0
609231,7,13,44,True,False,0,1,0,1,0,1
932786,10,14,29,True,False,0,0,1,0,0,0
664142,7,28,67,False,False,0,1,0,0,0,0
671422,7,30,45,False,False,0,0,0,1,0,1
765464,8,26,73,False,False,1,0,0,1,0,1
973588,10,26,3,True,False,0,0,1,0,0,1
882802,9,29,24,False,False,0,1,0,1,1,0
748878,8,21,3,False,False,0,1,0,1,0,1
911332,10,8,69,True,False,1,0,1,0,0,1
792245,9,3,26,False,False,0,0,0,1,0,0
796317,9,4,71,True,False,0,1,0,0,0,1
549920,6,26,73,True,False,1,0,1,0,0,1
946755,10,18,19,True,False,0,0,1,0,0,1
209612,3,10,41,False,False,0,1,0,1,1,0
225910,3,16,23,True,False,0,0,0,1,0,0
666006,7,29,42,False,False,0,0,1,0,0,1
287248,4,6,45,True,False,0,0,1,0,0,1
858451,9,22,70,True,False,1,0,0,1,0,1
756668,8,24,29,False,False,0,1,1,0,0,0
1047072,11,18,35,False,False,0,1,0,1,0,1
885155,9,30,64,False,False,0,1,0,1,1,0
735292,8,17,1,False,False,0,1,0,1,0,1
513314,6,15,39,True,False,0,0,1,0,0,1
1042693,11,17,69,False,False,0,1,0,1,0,1
826159,9,13,67,False,False,0,1,0,0,0,0
957863,10,22,43,True,False,1,0,1,0,0,1
727096,8,15,38,False,False,0,1,1,0,0,1
801622,9,5,29,False,False,1,0,0,1,0,0
430600,5,23,61,True,False,0,1,0,0,0,0
200233,3,7,42,True,False,0,1,0,1,0,1
981590,10,29,19,True,False,0,0,1,0,0,1
1158360,12,25,14,True,False,0,0,1,0,0,1
659070,7,27,43,True,False,0,0,0,0,0,1
558552,6,28,10,False,False,0,1,1,0,1,0
731089,8,16,5,False,False,0,1,0,0,1,0
1025187,11,11,15,False,False,0,1,0,1,0,1
506329,6,13,23,False,False,0,1,0,1,0,0
1046804,11,18,23,False,False,0,1,0,0,0,0
259472,3,27,67,False,False,0,0,0,0,0,0
426691,5,22,49,False,False,1,0,0,0,0,1
380096,5,7,28,False,False,0,1,0,0,0,1
978012,10,28,56,False,False,0,1,0,1,0,1
171090,2,26,24,False,False,0,1,1,0,1,0
1051707,11,20,23,False,False,0,0,0,1,0,0
72273,1,22,64,False,False,0,1,0,1,1,0
4565,1,1,43,False,False,0,0,0,0,0,1
799147,9,5,63,False,False,0,0,1,0,0,0
859832,9,22,8,False,False,0,0,0,1,1,0
402462,5,14,42,True,False,0,0,0,0,0,1
599435,7,10,6,False,False,0,1,0,0,1,0
922693,10,11,15,False,False,0,1,0,1,0,1
1026089,11,11,25,False,False,0,0,0,1,0,1
389025,5,10,66,True,False,0,0,1,0,0,0
917326,10,9,65,False,False,0,1,0,0,0,1
642860,7,22,43,True,False,0,0,1,0,0,1
140671,2,15,20,True,False,1,0,1,0,0,1
708679,8,10,2,False,False,0,1,0,1,0,1
548031,6,25,44,True,False,0,1,1,0,0,1
516578,6,16,43,True,False,0,0,0,1,0,1
742774,8,20,46,True,False,0,0,0,1,0,0
693005,8,5,20,False,False,0,1,0,1,0,1
1085064,12,1,8,False,False,0,0,0,1,1,0
1092434,12,3,44,True,False,0,1,1,0,0,1
53772,1,16,49,True,False,1,0,1,0,0,1
157743,2,21,25,False,False,1,0,0,1,0,1
867051,9,24,68,False,False,0,1,0,1,0,0
537131,6,22,73,True,False,1,0,1,0,0,1
5956,1,2,25,False,False,0,1,0,1,0,1
515943,6,16,72,False,False,0,0,0,1,1,0
474777,6,4,43,False,False,1,0,0,1,0,1
697936,8,7,7,False,False,0,1,0,1,1,0
117281,2,7,29,False,False,0,0,0,1,0,0
1072358,11,27,73,False,False,0,1,0,1,0,1
760371,8,25,52,True,False,1,0,1,0,0,1
541151,6,23,61,True,False,1,0,1,0,0,0
76472,1,23,38,True,False,0,0,1,0,0,1
28601,1,8,29,False,False,0,0,0,1,0,0
552712,6,27,1,False,False,1,0,0,1,0,1
72577,1,22,6,False,False,0,1,1,0,1,0
22832,1,7,67,True,False,1,0,0,0,0,0
29728,1,8,68,False,False,1,0,0,1,0,0
93910,1,30,42,False,False,1,0,0,1,0,1
1099065,12,5,25,True,False,0,1,1,0,0,1
169257,2,25,76,True,False,1,0,0,0,1,0
1165060,12,28,44,False,False,0,0,0,1,0,1
764560,8,26,14,False,False,0,0,0,1,0,1
645875,7,23,24,False,False,0,1,0,1,1,0
306753,4,12,20,False,False,0,1,1,0,0,1
590726,7,7,24,False,False,0,1,0,1,1,0
1114890,12,10,24,False,False,0,1,0,1,1,0
17427,1,5,69,False,False,0,0,1,0,0,1
852792,9,20,61,False,False,0,1,0,1,0,0
554952,6,27,60,False,False,1,0,0,1,0,1
149963,2,18,71,False,False,0,0,0,1,0,1
163399,2,23,19,True,False,1,0,1,0,0,1
779245,8,30,8,False,False,0,0,0,1,1,0
55991,1,16,66,True,False,0,0,0,0,0,0
902855,10,5,29,True,False,0,0,1,0,0,0
1044499,11,17,42,True,False,1,0,0,0,0,1
619147,7,16,49,False,False,0,1,0,1,0,1
378197,5,6,74,True,False,0,0,1,0,1,0
385449,5,9,75,True,False,0,0,1,0,0,1
520988,6,18,25,True,False,0,0,1,0,0,1
67491,1,20,59,False,False,0,1,0,1,0,1
516420,6,16,8,False,False,0,1,1,0,1,0
805990,9,7,67,False,False,1,0,0,1,0,0
347159,4,26,24,False,False,0,1,0,1,1,0
740500,8,19,69,True,False,1,0,0,1,0,1
1145083,12,20,53,True,False,0,0,1,0,0,1
214865,3,12,77,False,False,0,1,1,0,1,0
619815,7,16,7,False,False,0,1,0,1,1,0
205343,3,9,15,False,False,1,0,1,0,0,1
529910,6,20,58,False,False,0,0,0,0,0,0
839884,9,17,24,False,False,0,1,0,0,1,0
606507,7,12,25,True,False,0,1,1,0,0,1
423316,5,21,21,True,False,1,0,1,0,0,1
389123,5,10,24,False,False,0,1,0,1,1,0
1004384,11,4,27,True,False,0,1,0,0,0,0
1144725,12,20,70,True,False,1,0,0,0,0,1
271304,3,31,30,False,False,0,1,1,0,0,0
491117,6,9,26,False,False,0,1,0,1,0,0
1040319,11,16,9,True,False,1,0,1,0,1,0
1130902,12,15,46,False,False,0,0,1,0,0,0
976782,10,27,35,False,False,0,0,0,1,0,1
446701,5,27,13,False,False,0,1,0,1,0,1
554401,6,27,30,True,False,0,0,1,0,0,0
937556,10,15,3,False,False,0,0,0,1,0,1
290298,4,7,43,True,False,0,0,1,0,0,1
114048,2,6,33,False,False,1,0,0,0,1,0
686552,8,4,44,True,False,1,0,1,0,0,1
1081959,11,30,63,False,False,0,1,0,1,0,0
587801,7,6,23,True,False,0,0,0,0,0,0
714127,8,11,43,False,False,1,0,0,0,0,1
579584,7,4,22,True,False,0,0,1,0,1,0
1033901,11,14,40,False,False,0,1,1,0,0,0
883939,9,30,29,True,False,0,1,0,1,0,0
704426,8,9,66,False,False,0,1,0,1,0,0
1100600,12,6,71,False,False,0,0,1,0,0,1
362559,5,1,3,False,False,0,1,0,1,0,1
1122824,12,13,25,True,False,0,0,1,0,0,1
804034,9,6,53,True,False,0,1,1,0,0,1
862382,9,23,25,False,False,0,0,0,1,0,1
904878,10,6,26,True,False,0,0,1,0,0,0
245530,3,22,25,True,False,0,0,1,0,0,1
1011953,11,7,2,False,False,0,1,0,1,0,1
241412,3,21,7,False,False,0,1,0,1,1,0
1067113,11,25,28,False,False,0,1,0,1,0,1
1119299,12,12,53,False,False,1,0,0,0,0,1
440922,5,26,49,False,False,1,0,0,0,0,1
346341,4,26,14,False,False,0,1,1,0,0,1
535669,6,22,66,True,False,0,0,1,0,0,0
1047007,11,18,3,False,False,0,0,1,0,0,1
650463,7,25,49,True,False,1,0,1,0,0,1
549960,6,26,44,False,False,0,1,0,1,0,1
194522,3,5,3,False,False,0,1,0,1,0,1
148638,2,18,42,True,False,0,1,1,0,0,1
670005,7,30,40,False,False,0,1,0,1,0,0
725665,8,15,46,False,False,0,1,0,1,0,0
109417,2,4,25,True,False,0,0,1,0,0,1
568485,7,1,8,False,False,0,1,0,1,1,0
1031639,11,13,66,True,False,0,0,0,0,0,0
658368,7,27,77,False,False,0,0,1,0,1,0
976548,10,27,22,False,False,0,0,0,0,1,0
546759,6,25,7,False,False,0,1,0,0,1,0
1143153,12,20,28,False,False,0,0,0,0,0,1
360578,5,1,43,False,False,0,0,1,0,0,1
854365,9,21,1,False,False,0,1,0,1,0,1
600898,7,10,29,False,False,0,1,1,0,0,0
674871,7,31,29,True,False,1,0,1,0,0,0
107907,2,3,28,True,False,0,0,0,0,0,1
301310,4,11,32,False,False,0,1,0,1,1,0
696636,8,6,6,False,False,0,1,0,1,1,0
1151628,12,22,43,False,False,0,0,0,0,0,1
716410,8,12,24,False,False,0,0,0,1,1,0
625723,7,17,30,False,False,0,1,1,0,0,0
135999,2,13,49,True,False,1,0,0,0,0,1
207295,3,9,28,False,False,0,1,0,1,0,1
520457,6,18,61,False,False,0,0,1,0,0,0
355151,4,29,20,True,False,0,0,1,0,0,1
715913,8,12,66,True,False,0,0,0,0,0,0
98324,1,31,19,False,False,0,1,0,0,0,1
320052,4,17,46,True,False,0,0,1,0,0,0
334905,4,22,39,True,False,0,0,1,0,0,1
179006,2,28,23,False,False,0,0,0,1,0,0
1015284,11,8,65,False,False,0,1,0,1,0,1
338321,4,23,39,True,False,0,1,1,0,0,1
472464,6,3,32,False,False,0,1,0,0,1,0
499655,6,11,49,True,False,1,0,1,0,0,1
1057967,11,22,73,False,False,1,0,0,1,0,1
488818,6,8,71,False,False,0,1,0,1,0,1
646291,7,23,67,False,False,0,0,0,0,0,0
399387,5,13,1,True,False,0,0,1,0,0,1
901823,10,5,69,True,False,0,0,1,0,0,1
1015901,11,8,46,False,False,0,1,0,0,0,0
577886,7,4,61,True,False,1,0,1,0,0,0
677988,8,1,24,False,False,0,1,0,1,1,0
717533,8,12,46,True,False,1,0,1,0,0,0
843137,9,18,75,False,False,0,1,0,1,0,1
774934,8,29,24,False,False,0,1,0,0,1,0
524337,6,19,67,True,False,1,0,0,1,0,0
931180,10,14,25,True,False,1,0,1,0,0,1
898507,10,4,10,False,False,0,1,0,1,1,0
1085913,12,1,38,False,False,0,0,1,0,0,1
1155999,12,24,25,False,False,0,0,0,1,0,1
936975,10,15,71,False,False,0,1,0,1,0,1
743575,8,20,24,False,False,0,1,0,1,1,0
515986,6,16,31,False,False,0,1,0,0,0,0
470484,6,3,49,False,False,1,0,1,0,0,1
441543,5,26,7,True,False,0,0,0,0,1,0
396633,5,12,35,True,False,0,1,0,0,0,1
596605,7,9,7,False,False,0,1,0,0,1,0
64572,1,19,22,False,False,0,0,0,1,1,0
539760,6,23,74,False,False,0,1,0,1,1,0
497854,6,11,49,False,False,0,1,0,0,0,1
504095,6,13,51,False,False,1,0,1,0,0,1
243419,3,22,67,False,False,0,1,0,1,0,0
248895,3,23,16,True,False,0,0,1,0,0,1
1097515,12,5,38,True,False,0,0,1,0,0,1
845628,9,18,67,True,False,1,0,0,0,0,0
180644,3,1,29,False,False,0,1,0,1,0,0
330268,4,21,66,True,False,0,0,1,0,0,0
120824,2,8,27,False,False,0,1,0,0,0,0
696997,8,6,43,False,False,0,1,1,0,0,1
381125,5,7,61,True,False,0,0,0,1,0,0
128014,2,11,68,False,False,0,0,1,0,0,0
1159651,12,26,46,True,False,0,0,1,0,0,0
668900,7,30,28,False,False,0,1,0,1,0,1
85715,1,27,63,False,False,0,1,0,1,0,0
922010,10,11,56,False,False,0,1,0,0,0,1
733851,8,17,23,False,False,0,1,0,0,0,0
570135,7,2,30,True,False,0,1,1,0,0,0
182549,3,1,25,False,False,0,1,0,1,0,1
353089,4,28,43,False,False,0,0,1,0,0,1
762646,8,25,46,True,False,0,0,1,0,0,0
260387,3,27,19,False,False,0,1,0,1,0,1
560248,6,29,22,False,False,0,1,0,1,1,0
654999,7,26,70,False,False,0,0,1,0,0,1
929209,10,13,7,False,False,0,1,1,0,1,0
506908,6,14,13,True,False,0,0,1,0,0,1
530163,6,20,25,False,False,0,1,0,1,0,1
939942,10,16,25,False,False,0,1,0,1,0,1
598514,7,10,28,False,False,0,1,0,1,0,1
1109813,12,9,22,True,False,1,0,1,0,1,0
963439,10,23,40,True,False,0,0,0,0,0,0
884078,9,30,15,False,False,1,0,0,1,0,1
487613,6,8,51,False,False,0,1,0,1,0,1
166666,2,24,27,False,False,0,0,0,1,0,0
356639,4,30,2,False,False,1,0,0,0,0,1
198359,3,6,39,False,False,0,0,0,1,0,1
980441,10,28,15,False,False,0,1,0,1,0,1
682955,8,3,71,False,False,1,0,1,0,0,1
140099,2,15,44,False,False,0,1,0,1,0,1
935470,10,15,28,False,False,1,0,0,0,0,1
793423,9,3,68,True,False,0,0,1,0,0,0
557944,6,28,47,False,False,1,0,0,1,0,0
994925,11,2,43,False,False,0,1,1,0,0,1
265689,3,29,34,True,False,1,0,1,0,0,0
704854,8,9,25,False,False,0,1,0,0,0,1
312655,4,14,71,True,False,0,0,1,0,0,1
69253,1,21,9,False,False,0,0,0,1,1,0
1166392,12,28,29,False,False,1,0,1,0,0,0
100923,2,1,74,True,False,1,0,1,0,1,0
822251,9,12,51,False,False,1,0,1,0,0,1
1004297,11,4,68,True,False,0,1,1,0,0,0
187393,3,3,7,True,False,0,0,1,0,1,0
782164,8,31,14,True,False,0,0,0,0,0,1
507632,6,14,64,False,False,0,1,0,1,1,0
297894,4,9,42,True,False,0,0,0,0,0,1
363360,5,2,30,False,False,1,0,1,0,0,0
970828,10,25,69,False,False,0,1,0,1,0,1
1159870,12,26,7,False,False,0,1,0,1,1,0
983709,10,29,25,False,False,0,1,0,1,0,1
221259,3,14,41,False,False,0,0,0,1,1,0
489327,6,8,25,False,False,0,0,0,0,0,1
846146,9,18,1,False,False,0,1,0,1,0,1
647218,7,24,49,False,False,0,1,0,1,0,1
335940,4,23,28,False,False,0,0,0,1,0,1
184254,3,2,27,True,False,0,0,1,0,0,0
99033,1,31,26,False,False,0,0,1,0,0,0
20259,1,6,30,True,False,0,1,1,0,0,0
668644,7,30,2,True,False,0,0,1,0,0,1
1074997,11,28,25,False,False,0,1,0,1,0,1
508144,6,14,65,True,False,1,0,0,0,0,1
181047,3,1,77,True,False,0,0,0,0,1,0
215755,3,12,58,False,False,0,1,0,0,0,0
438909,5,25,39,True,False,0,0,1,0,0,1
1046431,11,18,73,False,False,1,0,0,1,0,1
930745,10,13,1,False,False,0,1,0,1,0,1
891841,10,2,14,False,False,0,1,0,1,0,1
625980,7,18,40,True,False,0,0,0,1,0,0
914266,10,8,43,True,False,1,0,1,0,0,1
900115,10,4,77,False,False,0,0,0,0,1,0
172414,2,26,26,True,False,0,1,1,0,0,0
872224,9,26,25,False,False,0,1,0,0,0,1
1072220,11,27,7,False,False,0,1,0,1,1,0
785490,9,1,2,True,False,0,1,1,0,0,1
1055304,11,21,68,False,False,0,1,0,1,0,0
229149,3,17,43,True,False,0,0,1,0,0,1
1166571,12,28,71,False,False,0,1,0,0,0,1
854983,9,21,26,False,False,0,1,1,0,0,0
777092,8,30,26,False,False,1,0,1,0,0,0
640329,7,22,59,True,False,0,0,1,0,0,1
671020,7,30,5,False,False,1,0,0,1,1,0
1045177,11,18,61,False,False,0,1,0,1,0,0
509232,6,14,36,True,False,1,0,1,0,0,0
151644,2,19,38,True,False,0,1,1,0,0,1
1059495,11,22,43,False,False,0,1,0,1,0,1
194854,3,5,42,False,False,0,1,0,1,0,1
1059487,11,22,29,True,False,0,0,0,0,0,0
962880,10,23,71,True,False,0,1,1,0,0,1
1055879,11,21,72,True,False,1,0,0,1,1,0
151985,2,19,53,True,False,1,0,0,0,0,1
626301,7,18,29,False,False,0,0,0,0,0,0
1039918,11,16,53,True,False,1,0,0,0,0,1
950852,10,20,31,False,False,0,0,0,1,0,0
513173,6,15,44,False,False,0,0,0,0,0,1
128802,2,11,53,True,False,1,0,0,0,0,1
1040109,11,16,77,False,False,0,1,0,0,1,0
318134,4,16,67,True,False,0,0,1,0,0,0
136637,2,14,6,False,False,0,0,0,1,1,0
145960,2,17,69,True,False,1,0,0,0,0,1
700535,8,8,49,True,False,1,0,0,0,0,1
53075,1,15,73,False,False,1,0,0,1,0,1
50070,1,14,68,True,False,0,0,1,0,0,0
1164576,12,27,19,True,False,0,0,0,0,0,1
597967,7,9,27,False,False,0,1,0,1,0,0
1011580,11,7,25,True,False,1,0,1,0,0,1
1156241,12,24,69,False,False,0,0,0,0,0,1
723229,8,14,46,False,False,0,1,1,0,0,0
170508,2,25,26,False,False,0,1,0,1,0,0
148066,2,18,71,True,False,1,0,1,0,0,1
201647,3,8,50,False,False,0,0,0,1,0,1
771332,8,28,22,False,False,0,1,0,1,1,0
1119455,12,12,36,True,False,1,0,1,0,0,0
732350,8,17,28,False,False,0,1,0,1,0,1
672030,7,31,71,True,False,1,0,1,0,0,1
862667,9,23,73,True,False,1,0,0,1,0,1
314777,4,15,53,True,False,0,0,1,0,0,1
518456,6,17,60,False,False,1,0,0,1,0,1
311028,4,14,42,False,False,0,0,0,0,0,1
686246,8,3,73,False,False,0,1,0,1,0,1
886567,9,30,8,False,False,0,1,0,1,1,0
546647,6,25,46,True,False,1,0,1,0,0,0
33086,1,9,32,True,False,0,1,1,0,1,0
382611,5,8,23,False,False,0,1,0,1,0,0
1041888,11,16,30,False,False,0,1,0,1,0,0
753061,8,23,6,False,False,0,1,0,1,1,0
758214,8,24,58,False,False,0,1,0,0,0,0
987934,10,31,69,True,False,0,0,0,1,0,1
491480,6,9,25,False,False,0,1,0,0,0,1
814603,9,9,26,True,False,0,1,0,0,0,0
635318,7,20,27,False,False,1,0,0,1,0,0
659046,7,27,71,True,False,0,0,0,0,0,1
256247,3,26,75,False,False,1,0,1,0,0,1
138076,2,14,28,True,False,1,0,0,0,0,1
438423,5,25,1,True,False,0,0,1,0,0,1
745331,8,20,71,False,False,0,1,0,1,0,1
956611,10,21,45,True,False,1,0,1,0,0,1
722695,8,14,43,False,False,0,1,0,1,0,1
599926,7,10,43,True,False,0,0,1,0,0,1
1040501,11,16,39,False,False,0,1,0,1,0,1
1089000,12,2,31,False,False,0,1,0,1,0,0
406660,5,15,42,False,False,0,1,0,0,0,1
1119307,12,12,15,False,False,0,1,0,1,0,1
623947,7,17,15,False,False,0,1,0,1,0,1
190838,3,4,53,False,False,0,1,0,1,0,1
645315,7,23,14,True,False,1,0,1,0,0,1
1117220,12,11,32,False,False,0,0,0,1,1,0
321819,4,18,62,False,False,0,1,0,0,0,1
690417,8,5,67,True,False,1,0,0,0,0,0
225325,3,15,8,False,False,0,0,1,0,1,0
163995,2,23,68,True,False,1,0,1,0,0,0
760003,8,25,26,True,False,0,0,0,0,0,0
63163,1,19,67,False,False,1,0,1,0,0,0
729761,8,16,56,True,False,1,0,1,0,0,1
909558,10,7,23,True,False,0,0,1,0,0,0
243061,3,21,43,False,False,0,0,0,1,0,1
298425,4,10,26,True,False,0,0,1,0,0,0
1156918,12,24,67,False,False,0,0,0,1,0,0
949577,10,19,24,False,False,0,0,0,0,1,0
561526,6,29,58,False,False,0,1,0,1,0,0
763387,8,26,23,True,False,0,0,1,0,0,0
1087789,12,2,8,False,False,0,1,0,1,1,0
701749,8,8,30,False,False,0,0,0,1,0,0
1052687,11,20,25,False,False,0,1,0,1,0,1
1162932,12,27,19,True,False,1,0,0,0,0,1
357339,4,30,3,False,False,0,0,0,0,0,1
285607,4,5,29,False,False,0,0,0,0,0,0
682798,8,3,29,True,False,0,1,1,0,0,0
698063,8,7,28,False,False,0,1,0,1,0,1
242864,3,21,67,False,False,0,0,0,1,0,0
782474,8,31,71,False,False,1,0,0,1,0,1
461466,5,31,71,False,False,0,1,0,1,0,1
1157305,12,24,23,True,False,1,0,0,0,0,0
871550,9,26,18,False,False,1,0,0,1,0,1
1086196,12,1,68,True,False,0,0,1,0,0,0
751311,8,22,68,False,False,1,0,1,0,0,0
194683,3,5,30,False,False,0,0,1,0,0,0
823341,9,12,19,False,False,1,0,0,1,0,1
795631,9,4,40,False,False,0,0,0,1,0,0
440599,5,26,53,True,False,1,0,1,0,0,1
142049,2,15,69,True,False,1,0,1,0,0,1
757831,8,24,69,True,False,0,0,1,0,0,1
855851,9,21,43,False,False,0,0,0,1,0,1
1145743,12,20,39,False,False,0,0,0,1,0,1
827227,9,13,43,True,False,0,0,1,0,0,1
983427,10,29,71,False,False,0,1,1,0,0,1
1111669,12,9,48,True,False,1,0,0,0,0,1
90522,1,28,70,True,False,0,1,1,0,0,1
129048,2,11,69,False,False,0,1,0,1,0,1
522480,6,18,66,True,False,1,0,1,0,0,0
593931,7,8,48,True,False,1,0,1,0,0,1
720190,8,13,43,False,False,1,0,1,0,0,1
241417,3,21,29,True,False,0,0,1,0,0,0
259637,3,27,28,False,False,0,1,0,0,0,1
426766,5,22,29,False,False,0,0,0,0,0,0
479191,6,5,65,True,False,1,0,1,0,0,1
149261,2,18,68,False,False,0,1,0,0,0,0
901191,10,5,19,True,False,0,0,1,0,0,1
765722,8,26,53,False,False,1,0,1,0,0,1
502191,6,12,38,False,False,1,0,0,1,0,1
663641,7,28,6,True,False,1,0,1,0,1,0
785977,9,1,25,True,False,1,0,0,0,0,1
879809,9,28,67,True,False,1,0,1,0,0,0
1167467,12,29,28,False,False,1,0,0,1,0,1
315539,4,16,75,True,False,1,0,1,0,0,1
337383,4,23,8,False,False,0,0,1,0,1,0
214496,3,12,2,False,False,0,1,0,1,0,1
798934,9,5,24,False,False,0,1,0,1,1,0
666023,7,29,53,True,False,0,1,0,0,0,1
932966,10,14,23,True,False,0,0,1,0,0,0
703370,8,8,46,True,False,0,0,1,0,0,0
40621,1,12,25,True,False,1,0,1,0,0,1
1020051,11,9,66,True,False,0,0,0,0,0,0
932707,10,14,73,False,False,0,1,0,1,0,1
463914,6,1,53,False,False,1,0,1,0,0,1
688519,8,4,26,True,False,1,0,0,0,0,0
910624,10,7,24,True,False,0,0,0,1,1,0
94485,1,30,23,False,False,1,0,0,1,0,0
599066,7,10,42,False,False,0,0,0,0,0,1
898770,10,4,56,False,False,0,1,0,1,0,1
992134,11,1,27,True,False,1,0,0,1,0,0
434286,5,24,25,False,False,1,0,0,1,0,1
822955,9,12,21,False,False,0,0,0,0,0,1
1046221,11,18,46,True,False,0,0,1,0,0,0
896531,10,3,66,True,False,0,0,1,0,0,0
326845,4,20,46,False,False,0,0,0,1,0,0
327708,4,20,67,False,False,0,0,1,0,0,0
310187,4,14,28,False,False,0,1,0,1,0,1
571190,7,2,68,False,False,1,0,1,0,0,0
165310,2,24,10,True,False,1,0,1,0,1,0
451668,5,29,45,False,False,1,0,1,0,0,1
1157650,12,25,22,False,False,1,0,0,0,1,0
346403,4,26,69,False,False,0,0,0,0,0,1
473151,6,4,61,True,False,0,0,1,0,0,0
1063924,11,24,46,True,False,1,0,1,0,0,0
190460,3,4,71,False,False,1,0,0,0,0,1
555710,6,28,17,True,False,1,0,1,0,1,0
740568,8,19,43,False,False,0,0,0,1,0,1
174602,2,27,28,False,False,0,1,0,1,0,1
124345,2,9,3,False,False,0,1,0,1,0,1
357983,4,30,29,False,False,0,1,1,0,0,0
986993,10,30,5,False,False,0,1,0,1,1,0
172500,2,26,46,False,False,0,0,1,0,0,0
1036815,11,15,21,False,False,0,1,0,1,0,1
783733,8,31,42,True,False,1,0,1,0,0,1
476010,6,4,6,False,False,0,0,0,1,1,0
1074074,11,27,16,False,False,0,1,0,0,0,1
436914,5,25,43,True,False,0,0,1,0,0,1
921951,10,11,4,False,False,0,1,1,0,1,0
265165,3,29,43,True,False,0,0,1,0,0,1
820644,9,11,22,False,False,1,0,0,1,1,0
425529,5,21,25,False,False,0,1,1,0,0,1
668727,7,30,43,False,False,0,1,0,1,0,1
1042216,11,17,7,False,False,0,1,0,1,1,0
93548,1,29,65,True,False,1,0,1,0,0,1
768426,8,27,25,False,False,0,1,0,0,0,1
316303,4,16,46,False,False,0,1,0,0,0,0
306339,4,12,3,False,False,0,0,0,0,0,1
456272,5,30,28,False,False,0,1,0,1,0,1
196894,3,6,26,False,False,0,1,0,1,0,0
167642,2,24,61,False,False,0,1,0,1,0,0
892750,10,2,25,False,False,0,0,1,0,0,1
44313,1,13,75,False,False,1,0,1,0,0,1
127188,2,10,43,False,False,0,1,0,1,0,1
787924,9,1,25,False,False,0,1,0,1,0,1
413212,5,18,29,False,False,1,0,0,1,0,0
489217,6,8,61,True,False,0,0,1,0,0,0
700668,8,8,37,False,False,0,1,0,1,0,0
448903,5,28,73,False,False,1,0,0,1,0,1
548033,6,25,61,False,False,0,1,0,1,0,0
631994,7,19,70,False,False,0,1,0,0,0,1
516139,6,16,29,True,False,0,0,1,0,0,0
1170110,12,29,25,True,False,0,0,0,0,0,1
568723,7,1,68,True,False,1,0,0,1,0,0
365427,5,2,17,True,False,0,0,0,1,1,0
704006,8,9,58,False,False,0,1,0,0,0,0
