,Month,Day,Community Area,Domestic,Arrest,Location Description_RESIDENCE,Location Description_STREET,Primary Type_BATTERY,Primary Type_THEFT,SocioEconomic-Status_Low Income,SocioEconomic-Status_Moderate Income
912405,10,8,41,False,False,0,1,0,1,1,0
613323,7,14,35,False,False,1,0,0,0,0,1
163547,2,23,16,False,False,0,1,0,1,0,1
174875,2,27,77,False,False,0,1,0,1,1,0
1077093,11,28,17,False,False,0,0,0,1,1,0
249158,3,23,49,False,False,0,1,0,0,0,1
105006,2,2,46,True,False,0,1,1,0,0,0
1032259,11,13,66,False,False,0,1,0,0,0,0
104224,2,2,61,False,False,0,0,1,0,0,0
205541,3,9,26,True,False,0,0,1,0,0,0
1095518,12,4,2,True,False,1,0,1,0,0,1
12005,1,4,7,False,False,0,1,0,1,1,0
1004328,11,4,28,False,False,0,1,0,1,0,1
666150,7,29,53,False,False,1,0,0,0,0,1
230126,3,17,77,True,False,1,0,1,0,1,0
320614,4,17,40,True,False,0,1,1,0,0,0
482656,6,6,43,False,False,0,1,0,1,0,1
53219,1,15,4,False,False,1,0,0,1,1,0
171001,2,26,6,False,False,0,1,0,1,1,0
242434,3,21,68,False,False,0,1,0,1,0,0
102438,2,1,24,False,False,0,1,0,1,1,0
365061,5,2,68,False,False,1,0,0,0,0,0
273896,4,1,5,False,False,0,1,0,1,1,0
708031,8,10,66,False,False,0,1,0,1,0,0
384634,5,8,69,True,False,0,0,1,0,0,1
695171,8,6,44,True,False,0,0,1,0,0,1
619159,7,16,51,False,False,0,1,0,1,0,1
258937,3,27,46,False,False,0,1,0,1,0,0
801892,9,6,42,True,False,0,0,1,0,0,1
376233,5,6,68,True,False,0,1,1,0,0,0
318049,4,16,43,True,False,0,0,1,0,0,1
113585,2,5,57,False,False,0,1,0,0,0,1
550549,6,26,1,True,False,0,0,1,0,0,1
139560,2,15,5,False,False,0,1,0,1,1,0
1099846,12,5,14,True,False,0,0,1,0,0,1
93158,1,29,41,False,False,0,1,0,1,1,0
859716,9,22,57,False,False,0,1,0,0,0,1
429871,5,23,30,True,False,1,0,1,0,0,0
407264,5,16,2,False,False,0,1,1,0,0,1
700653,8,8,58,False,False,1,0,0,1,0,0
938975,10,16,39,True,False,1,0,1,0,0,1
1121124,12,12,35,True,False,0,0,1,0,0,1
773715,8,29,35,False,False,0,1,0,1,0,1
1111700,12,9,76,False,False,0,0,0,1,1,0
401427,5,14,66,True,False,1,0,1,0,0,0
734602,8,17,24,False,False,0,1,0,1,1,0
277061,4,2,38,True,False,0,0,1,0,0,1
555399,6,28,28,False,False,0,1,0,1,0,1
695947,8,6,73,True,False,0,0,1,0,0,1
507969,6,14,23,True,False,1,0,1,0,0,0
674441,7,31,46,False,False,0,1,0,0,0,0
251252,3,24,69,True,False,0,0,1,0,0,1
629277,7,18,8,False,False,0,1,0,1,1,0
744343,8,20,77,False,False,0,1,0,0,1,0
262253,3,28,14,False,False,1,0,0,0,0,1
1084403,12,1,24,False,False,0,1,0,1,1,0
705927,8,9,24,False,False,0,1,0,1,1,0
353625,4,29,25,True,False,0,0,1,0,0,1
624428,7,17,69,True,False,0,0,0,1,0,1
1012224,11,7,44,True,False,0,0,1,0,0,1
1078044,11,29,48,False,False,1,0,1,0,0,1
111540,2,5,66,False,False,0,1,0,1,0,0
899149,10,4,1,True,False,1,0,0,1,0,1
732625,8,17,1,False,False,0,0,0,1,0,1
244934,3,22,42,False,False,0,0,0,0,0,1
534042,6,21,67,False,False,0,1,0,1,0,0
677210,8,1,68,False,False,0,1,0,1,0,0
509213,6,14,42,False,False,0,0,0,0,0,1
427957,5,22,43,True,False,0,0,1,0,0,1
378309,5,6,23,False,False,0,1,0,0,0,0
287822,4,6,48,False,False,1,0,1,0,0,1
259556,3,27,49,True,False,0,0,1,0,0,1
26476,1,8,15,False,False,1,0,1,0,0,1
390148,5,10,69,False,False,0,1,0,0,0,1
639735,7,22,67,False,False,0,1,0,0,0,0
997083,11,2,22,False,False,0,1,0,1,1,0
307732,4,13,28,False,False,0,1,0,1,0,1
850479,9,20,23,False,False,1,0,0,1,0,0
1095034,12,4,22,True,False,0,0,1,0,1,0
230336,3,17,22,False,False,0,0,1,0,1,0
409703,5,16,71,True,False,0,0,1,0,0,1
244890,3,22,42,False,False,0,1,0,1,0,1
1162500,12,27,25,True,False,0,0,1,0,0,1
328845,4,20,46,False,False,0,0,0,1,0,0
97302,1,31,16,False,False,0,1,0,1,0,1
1136065,12,17,28,False,False,0,1,1,0,0,1
440458,5,26,15,False,False,0,1,0,1,0,1
115023,2,6,32,True,False,0,0,1,0,1,0
646449,7,23,16,False,False,0,1,0,1,0,1
800627,9,5,13,False,False,0,0,0,1,0,1
1032671,11,13,44,False,False,0,1,0,1,0,1
201381,3,7,43,False,False,0,1,0,1,0,1
713589,8,11,27,True,False,1,0,0,0,0,0
761521,8,25,25,False,False,0,0,1,0,0,1
660782,7,27,25,False,False,0,1,0,1,0,1
294952,4,8,6,False,False,1,0,0,1,1,0
972782,10,26,40,True,False,1,0,1,0,0,0
794599,9,3,8,True,False,0,0,0,0,1,0
721628,8,14,67,False,False,0,1,0,1,0,0
1026295,11,11,43,True,False,0,0,0,0,0,1
143346,2,16,49,False,False,1,0,0,1,0,1
1044070,11,17,14,False,False,0,1,0,1,0,1
1039328,11,16,24,False,False,0,1,0,0,1,0
1060506,11,23,69,True,False,1,0,0,0,0,1
264627,3,29,28,True,False,1,0,0,0,0,1
969837,10,25,27,False,False,0,1,0,0,0,0
303381,4,11,25,False,False,0,1,0,1,0,1
699538,8,7,8,True,False,0,0,1,0,1,0
997302,11,2,3,True,False,0,0,1,0,0,1
363479,5,2,6,True,False,0,0,1,0,1,0
161892,2,22,21,False,False,0,1,0,1,0,1
26164,1,7,77,False,False,0,0,0,1,1,0
1091105,12,3,71,False,False,0,0,0,1,0,1
1047436,11,18,10,False,False,0,1,0,1,1,0
517460,6,17,49,True,False,1,0,0,0,0,1
798483,9,5,49,False,False,1,0,0,1,0,1
1080178,11,29,43,True,False,0,0,1,0,0,1
313193,4,15,66,True,False,1,0,0,0,0,0
227046,3,16,3,True,False,0,0,1,0,0,1
1134489,12,17,34,False,False,0,1,0,1,0,0
147928,2,18,29,False,False,0,0,1,0,0,0
488823,6,8,5,False,False,0,0,0,0,1,0
852278,9,20,61,False,False,0,1,0,0,0,0
384602,5,8,28,False,False,1,0,0,1,0,1
469715,6,3,25,False,False,0,1,0,1,0,1
1096096,12,4,5,False,False,0,0,0,1,1,0
1022400,11,10,41,False,False,0,1,0,1,1,0
97569,1,31,26,True,False,0,0,1,0,0,0
50268,1,14,25,True,False,0,0,0,0,0,1
285121,4,5,44,False,False,0,0,0,1,0,1
465861,6,1,72,False,False,0,1,0,1,1,0
640776,7,22,1,False,False,0,0,0,1,0,1
326145,4,19,25,False,False,0,1,1,0,0,1
1159213,12,25,20,True,False,1,0,1,0,0,1
868578,9,25,71,False,False,0,1,0,1,0,1
667784,7,29,32,False,False,0,1,0,1,1,0
506443,6,13,73,True,False,0,0,0,0,0,1
1139652,12,18,44,False,False,0,1,0,0,0,1
129502,2,11,6,False,False,0,1,0,1,1,0
352941,4,28,19,True,False,1,0,1,0,0,1
194706,3,5,46,False,False,0,1,1,0,0,0
501625,6,12,43,False,False,0,1,0,1,0,1
1135047,12,17,25,False,False,1,0,1,0,0,1
791313,9,2,72,False,False,0,1,0,0,1,0
762948,8,25,3,False,False,0,1,0,1,0,1
18797,1,5,6,False,False,0,0,0,1,1,0
543269,6,24,30,False,False,0,1,1,0,0,0
125957,2,10,43,False,False,0,0,0,1,0,1
59593,1,18,34,False,False,0,1,0,1,0,0
1152849,12,23,29,True,False,0,0,1,0,0,0
1068769,11,25,41,False,False,0,1,0,1,1,0
868186,9,25,44,True,False,0,0,1,0,0,1
621583,7,16,73,True,False,0,0,0,0,0,1
791227,9,2,46,True,False,1,0,1,0,0,0
1116890,12,11,43,False,False,0,0,0,1,0,1
1160214,12,26,56,False,False,0,1,0,1,0,1
940777,10,16,6,False,False,0,1,0,1,1,0
323835,4,18,25,True,False,0,1,0,0,0,1
42443,1,12,71,True,False,0,0,1,0,0,1
537261,6,22,68,True,False,0,1,0,1,0,0
1020216,11,9,25,True,False,0,0,1,0,0,1
15471,1,4,26,False,False,0,0,0,0,0,0
663730,7,28,6,False,False,0,0,0,1,1,0
871444,9,26,10,False,False,0,0,1,0,1,0
1165997,12,28,68,True,False,1,0,1,0,0,0
552940,6,27,14,False,False,0,0,1,0,0,1
554986,6,27,68,True,False,0,0,0,0,0,0
972294,10,26,28,False,False,0,1,0,1,0,1
970076,10,25,69,False,False,0,1,1,0,0,1
203023,3,8,30,False,False,0,1,0,1,0,0
13138,1,4,6,False,False,0,0,0,1,1,0
331990,4,21,19,False,False,0,1,0,1,0,1
93783,1,29,44,False,False,0,0,0,0,0,1
852547,9,20,33,False,False,1,0,0,1,1,0
801496,9,5,30,True,False,0,0,1,0,0,0
328398,4,20,54,True,False,0,0,1,0,0,0
450677,5,29,67,False,False,0,1,0,1,0,0
1147193,12,21,29,False,False,1,0,1,0,0,0
24643,1,7,8,True,False,0,1,1,0,1,0
500877,6,12,43,False,False,0,1,0,1,0,1
979609,10,28,26,True,False,0,0,1,0,0,0
1065508,11,24,42,True,False,0,0,1,0,0,1
706122,8,9,73,True,False,0,1,1,0,0,1
201199,3,7,71,False,False,1,0,0,1,0,1
126606,2,10,61,True,False,1,0,0,0,0,0
110053,2,4,28,False,False,0,1,0,1,0,1
764162,8,26,69,False,False,0,1,0,1,0,1
382941,5,8,27,True,False,0,0,0,1,0,0
400868,5,14,68,True,False,1,0,1,0,0,0
1101258,12,6,71,True,False,0,0,1,0,0,1
221966,3,14,46,True,False,0,0,1,0,0,0
1103572,12,7,49,True,False,0,0,1,0,0,1
421040,5,20,15,False,False,0,1,1,0,0,1
630785,7,19,49,False,False,1,0,1,0,0,1
1065204,11,24,76,False,False,0,1,1,0,1,0
158431,2,21,36,True,False,1,0,1,0,0,0
844054,9,18,28,False,False,0,1,0,0,0,1
1089243,12,2,73,True,False,1,0,0,0,0,1
20044,1,6,40,True,False,0,1,0,0,0,0
723030,8,14,13,False,False,0,0,0,1,0,1
79801,1,25,25,False,False,0,0,0,0,0,1
634562,7,20,43,True,False,0,0,1,0,0,1
221449,3,14,69,True,False,1,0,1,0,0,1
466669,6,2,24,False,False,0,1,1,0,1,0
353772,4,29,69,True,False,0,0,1,0,0,1
696277,8,6,8,False,False,0,1,0,1,1,0
1120956,12,12,70,False,False,0,1,0,0,0,1
180202,2,29,63,True,False,0,0,1,0,0,0
1130947,12,15,25,True,False,0,0,1,0,0,1
1004577,11,4,16,True,False,0,0,1,0,0,1
900939,10,4,3,False,False,0,1,0,1,0,1
204300,3,8,22,True,False,1,0,1,0,1,0
116115,2,6,67,False,False,0,1,0,0,0,0
816698,9,10,47,True,False,1,0,1,0,0,0
476579,6,5,71,True,False,1,0,1,0,0,1
478351,6,5,61,False,False,0,1,0,1,0,0
833308,9,15,25,False,False,1,0,1,0,0,1
1070900,11,26,2,False,False,0,1,0,1,0,1
783638,8,31,19,False,False,0,0,0,1,0,1
507419,6,14,41,False,False,1,0,1,0,1,0
536291,6,22,36,False,False,0,1,0,1,0,0
1175070,12,31,58,True,False,0,0,1,0,0,0
700600,8,8,25,False,False,0,0,0,1,0,1
678454,8,1,43,True,False,0,1,0,0,0,1
570300,7,2,69,False,False,0,0,1,0,0,1
253622,3,25,61,True,False,0,1,1,0,0,0
611124,7,13,49,True,False,1,0,1,0,0,1
155482,2,20,71,False,False,0,0,0,1,0,1
373379,5,5,63,False,False,0,1,1,0,0,0
562715,6,30,25,True,False,1,0,1,0,0,1
152607,2,19,67,False,False,1,0,0,1,0,0
9139,1,3,8,False,False,0,1,0,1,1,0
949759,10,19,66,True,False,0,0,1,0,0,0
520144,6,17,69,False,False,0,1,0,0,0,1
217737,3,13,72,True,False,1,0,1,0,1,0
437907,5,25,25,True,False,0,1,1,0,0,1
740369,8,19,21,False,False,0,1,0,1,0,1
361842,5,1,23,True,False,0,0,0,0,0,0
356148,4,29,66,True,False,1,0,1,0,0,0
248852,3,23,34,False,False,0,1,0,1,0,0
578461,7,4,8,True,False,0,0,1,0,1,0
26009,1,7,46,True,False,1,0,1,0,0,0
212282,3,11,44,False,False,0,1,1,0,0,1
1105281,12,7,41,False,False,0,0,0,1,1,0
1167342,12,28,68,True,False,0,0,1,0,0,0
929780,10,13,29,True,False,0,0,1,0,0,0
695413,8,6,10,True,False,1,0,0,0,1,0
237313,3,19,57,True,False,0,0,1,0,0,1
1080434,11,29,21,False,False,0,1,1,0,0,1
160745,2,22,71,False,False,0,1,1,0,0,1
356607,4,30,69,True,False,1,0,0,0,0,1
1115709,12,11,25,False,False,0,0,1,0,0,1
359054,4,30,21,True,False,1,0,1,0,0,1
992149,11,1,69,True,False,1,0,0,1,0,1
80447,1,25,14,False,False,0,1,0,1,0,1
667258,7,29,71,False,False,0,0,0,1,0,1
1062393,11,23,23,True,False,0,0,1,0,0,0
15179,1,4,47,False,False,1,0,0,1,0,0
596657,7,9,66,False,False,0,1,0,1,0,0
91801,1,29,49,False,False,1,0,0,1,0,1
306162,4,12,69,True,False,0,0,0,1,0,1
953779,10,20,25,True,False,0,1,1,0,0,1
639391,7,21,22,True,False,0,0,1,0,1,0
1132940,12,16,43,False,False,0,1,1,0,0,1
1130337,12,15,49,False,False,0,0,0,1,0,1
2107,1,1,69,True,False,0,0,1,0,0,1
908348,10,7,21,True,False,1,0,1,0,0,1
678105,8,1,32,False,False,0,1,0,1,1,0
133943,2,13,22,False,False,0,1,0,1,1,0
938890,10,16,13,False,False,0,1,0,1,0,1
1163968,12,27,64,True,False,1,0,0,1,1,0
189134,3,3,2,False,False,0,0,0,1,0,1
768899,8,27,15,True,False,0,0,1,0,0,1
97696,1,31,68,False,False,0,0,0,1,0,0
788402,9,2,26,False,False,0,1,0,1,0,0
128104,2,11,71,True,False,1,0,1,0,0,1
536330,6,22,40,True,False,1,0,1,0,0,0
39785,1,11,21,False,False,0,0,0,1,0,1
361264,5,1,73,False,False,0,1,0,1,0,1
748036,8,21,31,False,False,0,1,0,0,0,0
541965,6,24,5,False,False,0,1,0,1,1,0
307634,4,13,26,True,False,0,0,1,0,0,0
52378,1,15,51,True,False,1,0,1,0,0,1
424777,5,21,4,False,False,0,1,0,1,1,0
182564,3,1,71,True,False,0,1,1,0,0,1
205466,3,9,50,False,False,1,0,0,1,0,1
652542,7,25,33,True,False,0,0,1,0,1,0
613404,7,14,23,True,False,0,0,1,0,0,0
1057983,11,22,11,False,False,0,1,0,1,1,0
94108,1,30,20,True,False,0,0,1,0,0,1
946319,10,18,66,True,False,1,0,1,0,0,0
1101373,12,6,66,False,False,0,1,0,0,0,0
306937,4,12,53,True,False,1,0,1,0,0,1
374315,5,5,70,True,False,0,0,1,0,0,1
452871,5,29,30,False,False,0,1,0,0,0,0
727930,8,15,6,False,False,0,1,0,1,1,0
127802,2,10,7,False,False,1,0,0,1,1,0
694490,8,6,10,True,False,1,0,1,0,1,0
417780,5,19,71,True,False,1,0,1,0,0,1
789445,9,2,71,False,False,1,0,0,1,0,1
77970,1,24,28,True,False,1,0,1,0,0,1
338841,4,24,3,True,False,0,0,1,0,0,1
360579,5,1,8,False,False,0,1,1,0,1,0
849624,9,19,25,False,False,0,1,0,1,0,1
561540,6,29,43,True,False,0,1,1,0,0,1
473665,6,4,19,False,False,1,0,1,0,0,1
149691,2,18,58,False,False,0,0,0,0,0,0
997724,11,2,17,False,False,0,1,0,1,1,0
963524,10,23,24,False,False,1,0,0,1,1,0
261895,3,28,30,False,False,0,1,0,1,0,0
1023190,11,10,30,False,False,0,1,0,1,0,0
138192,2,14,27,True,False,0,0,1,0,0,0
106712,2,3,22,False,False,0,0,0,1,1,0
522038,6,18,10,False,False,1,0,1,0,1,0
614430,7,14,2,False,False,0,1,1,0,0,1
334238,4,22,46,True,False,0,0,1,0,0,0
190879,3,4,12,False,False,0,1,0,1,1,0
38285,1,11,66,True,False,0,0,0,0,0,0
726805,8,15,53,False,False,0,1,0,0,0,1
210821,3,11,16,False,False,0,1,0,0,0,1
178990,2,28,1,True,False,0,0,1,0,0,1
673681,7,31,24,False,False,0,0,0,1,1,0
23843,1,7,49,True,False,0,0,1,0,0,1
204221,3,8,25,False,False,0,1,0,1,0,1
912861,10,8,67,True,False,1,0,1,0,0,0
60221,1,18,32,False,False,0,0,0,1,1,0
325742,4,19,67,False,False,1,0,1,0,0,0
1056314,11,21,68,False,False,0,1,1,0,0,0
527718,6,20,35,False,False,0,1,1,0,0,1
1127922,12,14,19,True,False,0,0,1,0,0,1
241934,3,21,26,True,False,0,0,1,0,0,0
468666,6,2,3,False,False,1,0,0,1,0,1
935482,10,15,27,False,False,0,1,0,1,0,0
856903,9,21,43,True,False,0,0,1,0,0,1
862607,9,23,25,False,False,0,1,1,0,0,1
411556,5,17,8,False,False,0,0,0,0,1,0
308716,4,13,49,False,False,0,1,0,0,0,1
1166741,12,28,27,True,False,0,0,0,1,0,0
530838,6,20,8,False,False,1,0,0,1,1,0
234553,3,18,53,True,False,0,0,0,1,0,1
764414,8,26,19,False,False,0,1,0,1,0,1
1099198,12,5,30,True,False,0,0,1,0,0,0
506055,6,13,3,False,False,0,0,1,0,0,1
40038,1,11,46,False,False,0,1,1,0,0,0
213975,3,12,63,False,False,0,1,0,1,0,0
1016876,11,8,16,False,False,0,1,0,1,0,1
631876,7,19,43,False,False,0,0,0,1,0,1
745926,8,21,43,False,False,0,0,0,1,0,1
852431,9,20,1,False,False,0,0,1,0,0,1
618945,7,16,65,False,False,0,1,0,1,0,1
323726,4,18,2,False,False,0,1,0,1,0,1
116483,2,6,3,True,False,0,0,0,0,0,1
733614,8,17,25,True,False,0,1,1,0,0,1
656154,7,26,46,True,False,0,0,0,1,0,0
1095868,12,4,22,True,False,1,0,1,0,1,0
105441,2,2,42,False,False,0,0,0,1,0,1
120808,2,8,15,False,False,0,1,0,1,0,1
309512,4,13,29,True,False,0,0,1,0,0,0
402899,5,14,43,True,False,0,0,1,0,0,1
1109062,12,8,24,True,False,0,1,0,0,1,0
861124,9,23,73,False,False,0,1,0,1,0,1
660152,7,27,36,False,False,0,0,0,1,0,0
937478,10,15,27,False,False,1,0,0,1,0,0
231541,3,17,38,True,False,0,0,1,0,0,1
285332,4,5,32,True,False,0,0,1,0,1,0
898503,10,4,43,True,False,0,0,1,0,0,1
13265,1,4,38,False,False,0,1,0,1,0,1
979088,10,28,18,False,False,0,0,0,1,0,1
803536,9,6,26,True,False,0,0,0,1,0,0
618061,7,15,75,False,False,1,0,0,1,0,1
1111470,12,9,43,True,False,0,0,1,0,0,1
569522,7,1,56,False,False,0,1,0,0,0,1
849512,9,19,61,False,False,0,1,0,1,0,0
908037,10,7,69,False,False,0,0,0,1,0,1
206628,3,9,23,True,False,0,0,1,0,0,0
270522,3,31,44,False,False,0,1,0,1,0,1
311679,4,14,6,False,False,0,0,0,1,1,0
227450,3,16,6,False,False,0,1,0,1,1,0
382760,5,8,29,True,False,0,0,1,0,0,0
462253,6,1,77,False,False,0,1,1,0,1,0
816708,9,10,23,True,False,0,0,0,1,0,0
800076,9,5,10,True,False,1,0,1,0,1,0
965786,10,24,15,False,False,1,0,0,0,0,1
255023,3,26,27,True,False,1,0,0,0,0,0
253308,3,25,51,False,False,0,1,0,1,0,1
479093,6,5,25,False,False,0,1,0,1,0,1
1029661,11,12,66,True,False,0,1,0,0,0,0
219135,3,13,25,True,False,1,0,0,0,0,1
978191,10,28,6,False,False,0,1,0,1,1,0
740847,8,19,26,True,False,1,0,0,1,0,0
51776,1,15,73,False,False,0,1,1,0,0,1
381235,5,7,22,False,False,0,1,0,1,1,0
854213,9,21,6,False,False,0,1,0,1,1,0
654198,7,26,38,False,False,0,1,0,1,0,1
519693,6,17,6,False,False,0,0,0,1,1,0
524632,6,19,69,False,False,0,0,0,0,0,1
649163,7,24,77,False,False,0,1,0,1,1,0
935718,10,15,57,False,False,0,0,0,1,0,1
248503,3,23,14,True,False,1,0,1,0,0,1
191925,3,4,27,False,False,0,0,0,0,0,0
100196,2,1,6,False,False,0,1,0,1,1,0
1043504,11,17,69,False,False,0,1,0,0,0,1
1160855,12,26,1,True,False,0,0,1,0,0,1
938143,10,16,5,False,False,0,1,0,1,1,0
901458,10,5,46,False,False,1,0,0,0,0,0
119350,2,7,7,False,False,0,1,0,1,1,0
174075,2,27,19,False,False,0,0,0,1,0,1
1011268,11,7,19,True,False,0,0,1,0,0,1
785588,9,1,66,True,False,0,0,1,0,0,0
108757,2,4,16,True,False,0,0,1,0,0,1
448877,5,28,34,True,False,0,0,1,0,0,0
313129,4,15,38,True,False,0,0,1,0,0,1
833373,9,15,52,True,False,1,0,1,0,0,1
854581,9,21,24,False,False,0,1,0,1,1,0
291669,4,7,56,False,False,0,1,1,0,0,1
105718,2,3,71,True,False,0,0,1,0,0,1
486964,6,8,69,True,False,0,1,0,0,0,1
588493,7,7,30,False,False,0,0,0,1,0,0
80274,1,25,19,False,False,0,0,0,1,0,1
814465,9,9,68,False,False,1,0,0,1,0,0
1031489,11,13,69,False,False,0,0,1,0,0,1
124843,2,9,68,True,False,1,0,1,0,0,0
673614,7,31,44,False,False,0,1,0,1,0,1
1151443,12,22,26,True,False,0,0,0,1,0,0
647017,7,24,30,False,False,1,0,0,0,0,0
896141,10,3,25,True,False,0,0,1,0,0,1
1157889,12,25,25,True,False,0,0,1,0,0,1
405093,5,15,13,True,False,1,0,1,0,0,1
82895,1,26,39,False,False,0,1,0,1,0,1
650156,7,24,46,True,False,0,0,1,0,0,0
99999,2,1,71,True,False,1,0,0,0,0,1
753545,8,23,67,False,False,0,1,1,0,0,0
658323,7,27,36,False,False,0,1,0,1,0,0
338547,4,23,43,True,False,0,0,1,0,0,1
301723,4,11,43,False,False,0,1,0,1,0,1
570743,7,2,29,False,False,0,1,0,0,0,0
9059,1,3,30,True,False,1,0,1,0,0,0
112348,2,5,69,False,False,1,0,1,0,0,1
452504,5,29,43,True,False,0,0,0,0,0,1
326898,4,20,35,False,False,0,1,0,1,0,1
473101,6,4,71,False,False,1,0,0,1,0,1
500810,6,12,65,True,False,0,1,1,0,0,1
42386,1,12,77,False,False,0,0,0,1,1,0
799387,9,5,56,False,False,0,0,1,0,0,1
1067047,11,25,49,True,False,1,0,1,0,0,1
316350,4,16,29,True,False,0,0,1,0,0,0
463099,6,1,25,False,False,0,1,0,0,0,1
938228,10,16,54,True,False,0,0,1,0,0,0
1407,1,1,29,True,False,0,0,1,0,0,0
845894,9,18,24,False,False,0,1,0,0,1,0
762040,8,25,42,True,False,0,0,1,0,0,1
1062541,11,23,69,False,False,1,0,0,0,0,1
352146,4,28,59,True,False,0,0,1,0,0,1
590270,7,7,61,True,False,1,0,1,0,0,0
153780,2,20,43,True,False,1,0,1,0,0,1
172084,2,26,41,True,False,0,1,1,0,1,0
433701,5,24,1,True,False,0,0,1,0,0,1
520373,6,18,44,True,False,0,1,0,1,0,1
16239,1,5,22,False,False,0,1,0,1,1,0
616901,7,15,29,True,False,1,0,0,1,0,0
799936,9,5,7,False,False,0,1,0,1,1,0
404816,5,15,25,True,False,0,0,1,0,0,1
1021970,11,10,27,True,False,0,0,1,0,0,0
557985,6,28,2,False,False,0,0,0,0,0,1
452943,5,29,6,False,False,0,1,1,0,1,0
1111932,12,9,42,False,False,0,1,0,1,0,1
805244,9,7,46,True,False,1,0,1,0,0,0
906980,10,6,26,True,False,0,1,1,0,0,0
1082787,11,30,69,True,False,0,0,1,0,0,1
559156,6,29,69,False,False,0,1,0,1,0,1
403200,5,14,25,False,False,0,1,0,1,0,1
1065996,11,24,2,False,False,0,1,0,1,0,1
1041360,11,16,44,True,False,0,0,1,0,0,1
809085,9,8,24,False,False,1,0,0,1,1,0
206146,3,9,1,False,False,1,0,0,1,0,1
964750,10,24,49,False,False,0,1,0,1,0,1
505750,6,13,43,True,False,0,0,1,0,0,1
976122,10,27,25,True,False,0,1,1,0,0,1
87543,1,27,49,True,False,0,0,0,0,0,1
519641,6,17,29,False,False,0,1,1,0,0,0
1006427,11,5,6,False,False,0,0,0,1,1,0
1121039,12,12,25,False,False,0,0,0,1,0,1
245407,3,22,69,False,False,0,1,0,0,0,1
398470,5,13,71,False,False,1,0,0,1,0,1
25915,1,7,71,False,False,1,0,0,1,0,1
1056042,11,21,71,False,False,1,0,1,0,0,1
817440,9,10,37,False,False,0,1,1,0,0,0
946761,10,18,71,False,False,1,0,0,1,0,1
850447,9,20,27,True,False,0,0,1,0,0,0
375449,5,5,28,False,False,0,0,0,1,0,1
648844,7,24,51,True,False,1,0,1,0,0,1
462997,6,1,11,True,False,0,0,1,0,1,0
158606,2,21,42,False,False,0,0,0,0,0,1
445371,5,27,49,True,False,1,0,0,0,0,1
1118867,12,12,26,True,False,0,1,1,0,0,0
269909,3,31,63,True,False,1,0,1,0,0,0
426618,5,22,53,True,False,0,0,1,0,0,1
1019064,11,9,75,False,False,1,0,0,0,0,1
578837,7,4,63,False,False,0,1,0,1,0,0
374824,5,5,69,False,False,0,0,0,1,0,1
798894,9,5,67,True,False,0,0,1,0,0,0
503903,6,13,44,False,False,0,0,1,0,0,1
104944,2,2,42,True,False,0,0,1,0,0,1
314020,4,15,43,True,False,0,0,1,0,0,1
1034769,11,14,29,True,False,0,1,0,0,0,0
647834,7,24,49,True,False,1,0,1,0,0,1
898891,10,4,69,False,False,0,0,1,0,0,1
95462,1,30,25,False,False,0,0,0,0,0,1
347117,4,26,6,False,False,1,0,0,1,1,0
1042984,11,17,28,False,False,0,1,0,1,0,1
627980,7,18,19,False,False,0,0,0,1,0,1
1043304,11,17,61,False,False,0,1,0,0,0,0
491923,6,9,1,False,False,0,0,0,1,0,1
899942,10,4,22,False,False,0,0,1,0,1,0
636557,7,21,43,True,False,0,0,1,0,0,1
446459,5,27,17,False,False,1,0,1,0,1,0
636203,7,20,69,False,False,1,0,0,1,0,1
140661,2,15,69,True,False,0,0,1,0,0,1
117713,2,7,24,False,False,0,1,0,1,1,0
1125548,12,14,15,False,False,0,1,0,1,0,1
1065716,11,24,23,False,False,0,1,0,1,0,0
582355,7,5,3,False,False,0,1,0,1,0,1
1034230,11,14,8,False,False,0,1,0,1,1,0
522716,6,18,19,True,False,0,0,1,0,0,1
155801,2,20,53,True,False,1,0,1,0,0,1
718168,8,13,20,False,False,1,0,0,1,0,1
813993,9,9,46,True,False,1,0,1,0,0,0
1099829,12,5,28,False,False,0,1,0,1,0,1
719035,8,13,1,False,False,0,1,0,1,0,1
634275,7,20,57,False,False,0,1,0,1,0,1
442480,5,26,27,False,False,0,1,0,1,0,0
430786,5,23,25,False,False,0,1,0,1,0,1
514704,6,16,7,False,False,0,1,0,1,1,0
93956,1,30,23,True,False,0,1,0,0,0,0
564632,6,30,29,False,False,0,0,0,1,0,0
912944,10,8,69,True,False,0,0,0,1,0,1
39256,1,11,25,False,False,0,0,0,0,0,1
941908,10,17,48,False,False,0,1,0,1,0,1
522792,6,18,21,True,False,0,0,1,0,0,1
294404,4,8,69,False,False,1,0,0,1,0,1
738370,8,18,66,True,False,0,0,1,0,0,0
850863,9,20,71,False,False,1,0,1,0,0,1
435770,5,24,10,True,False,0,1,0,0,1,0
1085686,12,1,77,False,False,0,1,0,0,1,0
88155,1,27,22,False,False,0,1,0,1,1,0
733547,8,17,23,False,False,0,1,0,1,0,0
622697,7,17,25,False,False,1,0,0,0,0,1
1029919,11,12,35,True,False,0,0,1,0,0,1
572014,7,2,8,False,False,0,0,0,1,1,0
215227,3,12,7,False,False,1,0,0,1,1,0
310350,4,14,29,False,False,0,0,1,0,0,0
539964,6,23,31,False,False,0,1,1,0,0,0
