,0,1,2,3,4,5,6,y
86,2.314467952848322,1.554823586801364,0.37219106237634164,0.34744515599015086,-0.5138569711567494,-0.04020163615738808,-1.019331054436536,BATTERY
91,2.314467952848322,0.6282334677025472,-0.2826896997232688,-0.3230503907785086,-0.5138569711567494,1.3483953708948926,-0.5152139351833036,BATTERY
93,-0.43206474246892906,0.2164156369919618,-0.3762440943089274,-0.3230503907785086,-0.5138569711567494,-0.04020163615738808,-1.019331054436536,BATTERY
97,2.314467952848322,6.084819724617803,-0.4697984888945861,-0.4262035518198408,-0.5138569711567494,1.3483953708948926,-0.011096815930071302,BATTERY
104,-0.43206474246892906,-0.14392496487980033,-0.3762440943089274,-0.4777801323405069,-0.5138569711567494,-0.04020163615738808,-0.5152139351833036,BATTERY
105,-0.43206474246892906,-0.40131110907391615,0.6060770488404883,-0.3746269712991747,-0.5138569711567494,-0.04020163615738808,-1.019331054436536,BATTERY
107,-0.43206474246892906,-0.1954021937186235,0.9802946271831228,-0.3230503907785086,-0.5138569711567494,-0.04020163615738808,-1.019331054436536,BATTERY
111,2.314467952848322,2.8932315366107666,-0.6101300807730741,-0.3230503907785086,-0.5138569711567494,1.3483953708948926,0.49302030332316094,BATTERY
115,-0.43206474246892906,-0.40131110907391615,-0.6101300807730741,-0.3746269712991747,-0.5138569711567494,1.3483953708948926,0.9971374225763933,BATTERY
116,2.314467952848322,-0.40131110907391615,0.32541386508351233,-0.6840864544231714,-0.5138569711567494,-0.04020163615738808,-1.019331054436536,BATTERY
119,-0.43206474246892906,-0.24687942255744666,-0.18913530513761015,2.5136615378581273,-0.5138569711567494,-1.4287986432096689,-1.019331054436536,BATTERY
121,-0.43206474246892906,-0.40131110907391615,1.4948437974042452,-0.6840864544231714,1.946066816509053,1.3483953708948926,-0.5152139351833036,BATTERY
123,-0.43206474246892906,-0.14392496487980033,-0.6569072780659033,-0.4777801323405069,-0.5138569711567494,-1.4287986432096689,0.49302030332316094,BATTERY
124,-0.43206474246892906,-0.24687942255744666,-0.3762440943089274,-0.4777801323405069,-0.5138569711567494,-0.04020163615738808,-0.5152139351833036,BATTERY
129,-0.43206474246892906,1.81220973099548,1.2609578109400987,-0.3230503907785086,-0.5138569711567494,1.3483953708948926,-0.011096815930071302,BATTERY
131,-0.43206474246892906,-0.40131110907391615,1.5416209946970747,-0.6840864544231714,-0.5138569711567494,-0.04020163615738808,-0.011096815930071302,BATTERY
135,-0.43206474246892906,-0.1954021937186235,-1.3117880401655138,-0.6325098739025052,-0.5138569711567494,-1.4287986432096689,0.9971374225763933,BATTERY
139,-0.43206474246892906,0.2164156369919618,-0.14235810784478084,-0.3230503907785086,-0.5138569711567494,-1.4287986432096689,-0.011096815930071302,BATTERY
140,-0.43206474246892906,4.180162257581346,1.4948437974042452,-0.3230503907785086,-0.5138569711567494,1.3483953708948926,-1.523448173689768,BATTERY
142,-0.43206474246892906,-0.40131110907391615,1.2609578109400987,-0.2714738102578425,-0.5138569711567494,1.3483953708948926,-1.523448173689768,BATTERY
143,-0.43206474246892906,-0.40131110907391615,-0.4230212916017568,-0.6840864544231714,-0.5138569711567494,1.3483953708948926,0.9971374225763933,BATTERY
148,2.314467952848322,-0.2983566513962698,-0.7972388699443913,0.08956225338682029,-0.5138569711567494,-0.04020163615738808,0.9971374225763933,BATTERY
149,-0.43206474246892906,-0.1954021937186235,-0.18913530513761015,-0.3230503907785086,-0.5138569711567494,-1.4287986432096689,0.9971374225763933,BATTERY
151,-0.43206474246892906,1.9151641886731263,-0.18913530513761015,-0.4777801323405069,-0.5138569711567494,-1.4287986432096689,-1.523448173689768,BATTERY
154,2.314467952848322,0.6797106965413703,-0.7972388699443913,-0.4777801323405069,-0.5138569711567494,-0.04020163615738808,-0.011096815930071302,BATTERY
158,2.314467952848322,3.8198216557095837,-0.5165756861874153,-0.3230503907785086,-0.5138569711567494,-0.04020163615738808,-1.523448173689768,BATTERY
160,-0.43206474246892906,1.9666414175119495,-0.4230212916017568,-0.4777801323405069,-0.5138569711567494,1.3483953708948926,0.49302030332316094,BATTERY
161,-0.43206474246892906,-0.1954021937186235,1.5416209946970747,-0.4777801323405069,-0.5138569711567494,-0.04020163615738808,0.49302030332316094,BATTERY
164,-0.43206474246892906,-0.1954021937186235,-1.3117880401655138,-0.6840864544231714,-0.5138569711567494,-1.4287986432096689,0.49302030332316094,BATTERY
175,-0.43206474246892906,-0.40131110907391615,-0.7972388699443913,-0.3746269712991747,-0.5138569711567494,-0.04020163615738808,1.5012545418296255,BATTERY
176,-0.43206474246892906,-0.1954021937186235,0.09152787861936575,-0.3230503907785086,-0.5138569711567494,-0.04020163615738808,1.5012545418296255,BATTERY
189,2.314467952848322,-0.349833880235093,-0.3294668970160981,0.6053280585934814,-0.5138569711567494,1.3483953708948926,-1.523448173689768,BATTERY
193,-0.43206474246892906,-0.1954021937186235,-1.3117880401655138,-0.6325098739025052,-0.5138569711567494,-1.4287986432096689,0.9971374225763933,BATTERY
194,-0.43206474246892906,-0.2983566513962698,1.1206262190616108,-0.3230503907785086,-0.5138569711567494,-0.04020163615738808,0.9971374225763933,BATTERY
195,-0.43206474246892906,-0.40131110907391615,1.6351753892827332,-0.2714738102578425,-0.5138569711567494,-0.04020163615738808,0.49302030332316094,BATTERY
204,2.314467952848322,1.2974374426072484,-0.5165756861874153,-0.3230503907785086,-0.5138569711567494,-0.04020163615738808,-1.019331054436536,BATTERY
209,2.314467952848322,-0.40131110907391615,-0.5165756861874153,0.6569046391141475,-0.5138569711567494,-0.04020163615738808,1.5012545418296255,BATTERY
212,-0.43206474246892906,-0.24687942255744666,-0.5633528834802447,-0.4777801323405069,-0.5138569711567494,-1.4287986432096689,0.9971374225763933,BATTERY
213,-0.43206474246892906,-0.40131110907391615,-1.3117880401655138,-0.6325098739025052,-0.5138569711567494,-1.4287986432096689,-0.011096815930071302,BATTERY
214,-0.43206474246892906,-0.40131110907391615,0.8867402325974642,-0.3746269712991747,-0.5138569711567494,-0.04020163615738808,-0.011096815930071302,BATTERY
216,-0.43206474246892906,-0.40131110907391615,0.418968259669171,-0.6840864544231714,-0.5138569711567494,-0.04020163615738808,-0.5152139351833036,BATTERY
221,2.314467952848322,4.2316394864201685,-0.4697984888945861,-0.4262035518198408,-0.5138569711567494,1.3483953708948926,0.9971374225763933,BATTERY
230,-0.43206474246892906,-0.40131110907391615,1.5416209946970747,-0.6840864544231714,1.946066816509053,-0.04020163615738808,1.5012545418296255,BATTERY
232,-0.43206474246892906,3.4080038249989983,0.4657454569620003,2.0494723131721324,-0.5138569711567494,1.3483953708948926,0.49302030332316094,BATTERY
234,-0.43206474246892906,0.6282334677025472,-1.4053424347511725,-0.3746269712991747,-0.5138569711567494,-1.4287986432096689,1.5012545418296255,BATTERY
238,-0.43206474246892906,-0.40131110907391615,1.5416209946970747,-0.6840864544231714,1.946066816509053,-0.04020163615738808,1.5012545418296255,BATTERY
242,-0.43206474246892906,-0.1954021937186235,-0.5165756861874153,-0.529356712861173,-0.5138569711567494,-0.04020163615738808,1.5012545418296255,BATTERY
245,-0.43206474246892906,-0.14392496487980033,-1.3117880401655138,-0.4777801323405069,-0.5138569711567494,-1.4287986432096689,-0.011096815930071302,BATTERY
250,-0.43206474246892906,-0.24687942255744666,1.728729783868392,-0.4777801323405069,-0.5138569711567494,-0.04020163615738808,-1.523448173689768,BATTERY
251,-0.43206474246892906,1.81220973099548,0.13830507591219507,-0.6840864544231714,-0.5138569711567494,-0.04020163615738808,0.49302030332316094,BATTERY
262,-0.43206474246892906,-0.14392496487980033,-0.5165756861874153,-0.4777801323405069,-0.5138569711567494,-0.04020163615738808,-0.5152139351833036,BATTERY
263,-0.43206474246892906,4.437548401775461,-0.3762440943089274,-0.4777801323405069,-0.5138569711567494,-0.04020163615738808,-0.5152139351833036,BATTERY
264,-0.43206474246892906,4.540502859453108,-0.7972388699443913,0.34744515599015086,-0.5138569711567494,-0.04020163615738808,0.9971374225763933,BATTERY
266,-0.43206474246892906,-0.24687942255744666,1.4012894028185867,-0.3230503907785086,-0.5138569711567494,1.3483953708948926,-0.011096815930071302,BATTERY
267,-0.43206474246892906,-0.24687942255744666,-1.3117880401655138,-0.6325098739025052,-0.5138569711567494,-1.4287986432096689,0.49302030332316094,BATTERY
268,-0.43206474246892906,-0.24687942255744666,-0.3762440943089274,-0.4777801323405069,-0.5138569711567494,-0.04020163615738808,1.5012545418296255,BATTERY
269,2.314467952848322,2.996185994288413,-0.5165756861874153,-0.4262035518198408,-0.5138569711567494,-0.04020163615738808,-1.019331054436536,BATTERY
272,-0.43206474246892906,-0.24687942255744666,1.16740341635444,-0.4777801323405069,-0.5138569711567494,1.3483953708948926,-0.5152139351833036,BATTERY
282,-0.43206474246892906,0.2164156369919618,0.04475068132653644,0.03798567286615418,-0.5138569711567494,1.3483953708948926,0.49302030332316094,BATTERY
284,-0.43206474246892906,-0.1954021937186235,-1.3117880401655138,-0.3230503907785086,-0.5138569711567494,-1.4287986432096689,0.49302030332316094,BATTERY
286,-0.43206474246892906,-0.24687942255744666,-1.3117880401655138,-0.6325098739025052,-0.5138569711567494,-1.4287986432096689,0.49302030332316094,BATTERY
288,-0.43206474246892906,-0.24687942255744666,0.09152787861936575,-0.4777801323405069,-0.5138569711567494,-0.04020163615738808,-0.5152139351833036,BATTERY
289,-0.43206474246892906,-0.2983566513962698,0.23185947049785371,-0.3230503907785086,-0.5138569711567494,-1.4287986432096689,-0.5152139351833036,BATTERY
292,-0.43206474246892906,-0.40131110907391615,0.7931858380118055,-0.3746269712991747,1.946066816509053,-0.04020163615738808,-0.5152139351833036,BATTERY
293,2.314467952848322,0.8856196118966629,-0.4230212916017568,1.5852830884861375,-0.5138569711567494,1.3483953708948926,-1.523448173689768,BATTERY
296,-0.43206474246892906,-0.1954021937186235,0.6060770488404883,0.1411388339074864,-0.5138569711567494,-0.04020163615738808,-0.011096815930071302,BATTERY
297,-0.43206474246892906,1.9151641886731263,0.7931858380118055,-0.3746269712991747,1.946066816509053,-0.04020163615738808,0.9971374225763933,BATTERY
301,-0.43206474246892906,-0.24687942255744666,0.13830507591219507,-0.4777801323405069,-0.5138569711567494,-0.04020163615738808,-0.5152139351833036,BATTERY
302,-0.43206474246892906,-0.1954021937186235,0.4657454569620003,-0.3746269712991747,-0.5138569711567494,1.3483953708948926,0.9971374225763933,BATTERY
303,-0.43206474246892906,1.9151641886731263,-0.5165756861874153,-0.529356712861173,-0.5138569711567494,-0.04020163615738808,-1.523448173689768,BATTERY
304,-0.43206474246892906,-0.1954021937186235,-0.2826896997232688,-0.4262035518198408,-0.5138569711567494,1.3483953708948926,0.49302030332316094,BATTERY
310,-0.43206474246892906,1.81220973099548,0.7931858380118055,-0.3230503907785086,-0.5138569711567494,-0.04020163615738808,-0.011096815930071302,BATTERY
311,-0.43206474246892906,-0.14392496487980033,0.23185947049785371,-0.4777801323405069,-0.5138569711567494,-1.4287986432096689,-0.011096815930071302,BATTERY
312,-0.43206474246892906,-0.1954021937186235,-0.5165756861874153,-0.529356712861173,-0.5138569711567494,-0.04020163615738808,-0.011096815930071302,BATTERY
316,-0.43206474246892906,4.180162257581346,-0.5165756861874153,-0.4777801323405069,-0.5138569711567494,-0.04020163615738808,0.49302030332316094,BATTERY
317,-0.43206474246892906,-0.1954021937186235,1.4948437974042452,-0.3230503907785086,-0.5138569711567494,1.3483953708948926,1.5012545418296255,BATTERY
320,2.314467952848322,0.7826651542190166,1.4948437974042452,-0.3230503907785086,-0.5138569711567494,1.3483953708948926,0.9971374225763933,BATTERY
325,-0.43206474246892906,-0.40131110907391615,-0.3762440943089274,-0.6840864544231714,-0.5138569711567494,-0.04020163615738808,-0.5152139351833036,BATTERY
326,2.314467952848322,1.9151641886731263,-1.4053424347511725,-0.3230503907785086,-0.5138569711567494,-1.4287986432096689,1.5012545418296255,BATTERY
336,-0.43206474246892906,-0.14392496487980033,-1.3117880401655138,-0.06516748817517803,-0.5138569711567494,-1.4287986432096689,0.9971374225763933,BATTERY
349,-0.43206474246892906,-0.40131110907391615,-0.3762440943089274,0.5537514780728153,-0.5138569711567494,-0.04020163615738808,-0.011096815930071302,BATTERY
350,2.314467952848322,-0.1954021937186235,-0.23591250243043949,-0.3230503907785086,-0.5138569711567494,1.3483953708948926,-1.019331054436536,BATTERY
357,2.314467952848322,-0.2983566513962698,1.4948437974042452,-0.21989722973717638,-0.5138569711567494,1.3483953708948926,0.9971374225763933,BATTERY
360,-0.43206474246892906,1.81220973099548,-0.14235810784478084,-0.4777801323405069,-0.5138569711567494,-1.4287986432096689,-1.019331054436536,BATTERY
362,2.314467952848322,-0.349833880235093,0.18508227320502438,-0.4777801323405069,-0.5138569711567494,1.3483953708948926,1.5012545418296255,BATTERY
363,2.314467952848322,-0.5042655667515625,-0.3294668970160981,-0.4777801323405069,-0.5138569711567494,1.3483953708948926,-0.011096815930071302,BATTERY
368,-0.43206474246892906,-0.1954021937186235,-0.6101300807730741,-0.4777801323405069,-0.5138569711567494,1.3483953708948926,-0.5152139351833036,BATTERY
370,-0.43206474246892906,1.4003919002848946,-0.3762440943089274,-0.4777801323405069,-0.5138569711567494,-0.04020163615738808,0.49302030332316094,BATTERY
371,2.314467952848322,-0.349833880235093,0.32541386508351233,-0.4777801323405069,-0.5138569711567494,-0.04020163615738808,-0.5152139351833036,BATTERY
376,-0.43206474246892906,-0.1954021937186235,-1.5456740266296605,-0.3230503907785086,-0.5138569711567494,-0.04020163615738808,-0.5152139351833036,BATTERY
378,2.314467952848322,0.8856196118966629,-0.3294668970160981,2.4620849573374612,-0.5138569711567494,1.3483953708948926,-0.5152139351833036,BATTERY
379,-0.43206474246892906,-0.40131110907391615,1.16740341635444,-0.529356712861173,-0.5138569711567494,1.3483953708948926,-0.011096815930071302,BATTERY
380,-0.43206474246892906,-0.040970507202154005,-0.18913530513761015,-0.2714738102578425,-0.5138569711567494,-1.4287986432096689,0.49302030332316094,BATTERY
382,-0.43206474246892906,-0.24687942255744666,1.588398191989904,-0.4777801323405069,-0.5138569711567494,-0.04020163615738808,1.5012545418296255,BATTERY
385,-0.43206474246892906,-0.1954021937186235,1.027071824475952,-0.4262035518198408,-0.5138569711567494,1.3483953708948926,-0.011096815930071302,BATTERY
386,-0.43206474246892906,0.8341423830578398,0.32541386508351233,-0.4777801323405069,-0.5138569711567494,-0.04020163615738808,-1.019331054436536,BATTERY
387,-0.43206474246892906,-0.1954021937186235,1.5416209946970747,-0.4777801323405069,-0.5138569711567494,-0.04020163615738808,-1.019331054436536,BATTERY
391,-0.43206474246892906,0.2164156369919618,-1.5456740266296605,-0.3230503907785086,-0.5138569711567494,-0.04020163615738808,1.5012545418296255,BATTERY
402,2.314467952848322,3.5109582826766443,-0.6101300807730741,-0.11674406869584415,-0.5138569711567494,1.3483953708948926,1.5012545418296255,BATTERY
407,2.314467952848322,-0.349833880235093,1.16740341635444,-0.4262035518198408,-0.5138569711567494,1.3483953708948926,-0.5152139351833036,BATTERY
408,-0.43206474246892906,-0.14392496487980033,-0.23591250243043949,-0.4777801323405069,-0.5138569711567494,1.3483953708948926,-1.019331054436536,BATTERY
409,-0.43206474246892906,-0.24687942255744666,-0.6569072780659033,-0.4777801323405069,-0.5138569711567494,-1.4287986432096689,-1.523448173689768,BATTERY
411,-0.43206474246892906,-0.1954021937186235,0.278636667790683,-0.3746269712991747,-0.5138569711567494,-0.04020163615738808,-1.523448173689768,BATTERY
422,2.314467952848322,-0.1954021937186235,0.418968259669171,-0.4777801323405069,-0.5138569711567494,-0.04020163615738808,0.49302030332316094,BATTERY
423,-0.43206474246892906,0.8341423830578398,0.09152787861936575,-0.4777801323405069,-0.5138569711567494,-0.04020163615738808,-0.5152139351833036,BATTERY
424,-0.43206474246892906,-0.24687942255744666,1.6351753892827332,-0.4777801323405069,-0.5138569711567494,-0.04020163615738808,0.9971374225763933,BATTERY
431,-0.43206474246892906,1.81220973099548,0.32541386508351233,-0.4262035518198408,-0.5138569711567494,-0.04020163615738808,-0.5152139351833036,BATTERY
433,-0.43206474246892906,-0.040970507202154005,-0.18913530513761015,-0.06516748817517803,-0.5138569711567494,-1.4287986432096689,0.49302030332316094,BATTERY
435,-0.43206474246892906,-0.1954021937186235,-0.9375704618228793,-0.4777801323405069,-0.5138569711567494,-0.04020163615738808,1.5012545418296255,BATTERY
440,-0.43206474246892906,-0.40131110907391615,1.6351753892827332,-0.3746269712991747,-0.5138569711567494,-0.04020163615738808,-0.011096815930071302,BATTERY
442,-0.43206474246892906,-0.40131110907391615,0.32541386508351233,-0.3746269712991747,1.946066816509053,-0.04020163615738808,-0.5152139351833036,BATTERY
445,2.314467952848322,-0.349833880235093,-0.4230212916017568,-0.3230503907785086,-0.5138569711567494,1.3483953708948926,-1.019331054436536,BATTERY
449,-0.43206474246892906,-0.40131110907391615,0.32541386508351233,-0.6840864544231714,-0.5138569711567494,-0.04020163615738808,-1.019331054436536,BATTERY
454,-0.43206474246892906,-0.1954021937186235,-1.4053424347511725,-0.4777801323405069,-0.5138569711567494,-1.4287986432096689,0.9971374225763933,BATTERY
455,-0.43206474246892906,0.06198395047549232,-0.2826896997232688,3.4936165677507836,-0.5138569711567494,1.3483953708948926,-1.523448173689768,BATTERY
456,-0.43206474246892906,-0.40131110907391615,-1.3117880401655138,-0.4777801323405069,-0.5138569711567494,-1.4287986432096689,-1.019331054436536,BATTERY
458,-0.43206474246892906,-0.24687942255744666,0.32541386508351233,-0.4777801323405069,-0.5138569711567494,-0.04020163615738808,0.49302030332316094,BATTERY
459,2.314467952848322,0.2164156369919618,-1.3117880401655138,-0.01359090765451193,-0.5138569711567494,-1.4287986432096689,-0.5152139351833036,BATTERY
462,-0.43206474246892906,0.8341423830578398,1.728729783868392,-0.4777801323405069,-0.5138569711567494,-0.04020163615738808,-0.5152139351833036,BATTERY
464,-0.43206474246892906,-0.040970507202154005,-0.3762440943089274,-0.2714738102578425,-0.5138569711567494,-0.04020163615738808,-0.011096815930071302,BATTERY
468,-0.43206474246892906,1.81220973099548,1.3545122055257575,-0.4777801323405069,-0.5138569711567494,-0.04020163615738808,-0.5152139351833036,BATTERY
470,-0.43206474246892906,-0.24687942255744666,-1.4053424347511725,-0.4777801323405069,-0.5138569711567494,-1.4287986432096689,-0.011096815930071302,BATTERY
471,-0.43206474246892906,1.81220973099548,0.6060770488404883,2.358931796296129,-0.5138569711567494,-0.04020163615738808,0.49302030332316094,BATTERY
474,-0.43206474246892906,-0.40131110907391615,-0.4697984888945861,-0.6840864544231714,-0.5138569711567494,1.3483953708948926,1.5012545418296255,BATTERY
477,-0.43206474246892906,-0.40131110907391615,-0.5165756861874153,-0.6840864544231714,1.946066816509053,-0.04020163615738808,-0.5152139351833036,BATTERY
480,2.314467952848322,-0.1954021937186235,-1.3117880401655138,-0.3230503907785086,-0.5138569711567494,-1.4287986432096689,0.9971374225763933,BATTERY
481,-0.43206474246892906,0.6282334677025472,-0.18913530513761015,-0.3746269712991747,-0.5138569711567494,-1.4287986432096689,0.9971374225763933,BATTERY
488,-0.43206474246892906,-0.1954021937186235,0.32541386508351233,-0.6840864544231714,-0.5138569711567494,-0.04020163615738808,1.5012545418296255,BATTERY
491,-0.43206474246892906,-0.1954021937186235,1.5416209946970747,-0.3746269712991747,-0.5138569711567494,-0.04020163615738808,-0.011096815930071302,BATTERY
492,2.314467952848322,-0.1954021937186235,-1.4053424347511725,-0.3230503907785086,-0.5138569711567494,-1.4287986432096689,-0.011096815930071302,BATTERY
493,2.314467952848322,0.8856196118966629,0.13830507591219507,0.7084812196348136,-0.5138569711567494,-0.04020163615738808,0.49302030332316094,BATTERY
495,2.314467952848322,0.31937009466960814,-0.3294668970160981,-0.4777801323405069,-0.5138569711567494,1.3483953708948926,-0.011096815930071302,BATTERY
496,2.314467952848322,-0.349833880235093,-0.3762440943089274,0.34744515599015086,-0.5138569711567494,-0.04020163615738808,0.49302030332316094,BATTERY
497,-0.43206474246892906,-0.40131110907391615,-0.3762440943089274,-0.6840864544231714,-0.5138569711567494,-0.04020163615738808,-0.011096815930071302,BATTERY
498,-0.43206474246892906,-0.24687942255744666,-0.3762440943089274,-0.4777801323405069,-0.5138569711567494,-0.04020163615738808,-1.523448173689768,BATTERY
503,-0.43206474246892906,-0.24687942255744666,-0.5165756861874153,-0.4777801323405069,-0.5138569711567494,-0.04020163615738808,-1.523448173689768,BATTERY
505,-0.43206474246892906,-0.24687942255744666,-0.5633528834802447,-0.3230503907785086,-0.5138569711567494,-1.4287986432096689,-1.523448173689768,BATTERY
516,-0.43206474246892906,-0.040970507202154005,-1.3117880401655138,-0.4777801323405069,-0.5138569711567494,-1.4287986432096689,0.49302030332316094,BATTERY
517,-0.43206474246892906,-0.1954021937186235,-0.5165756861874153,-0.3746269712991747,1.946066816509053,-0.04020163615738808,-1.523448173689768,BATTERY
519,-0.43206474246892906,-0.40131110907391615,-1.4053424347511725,0.39902173651081696,-0.5138569711567494,-1.4287986432096689,-1.019331054436536,BATTERY
524,2.314467952848322,0.8856196118966629,0.278636667790683,0.34744515599015086,-0.5138569711567494,-0.04020163615738808,-1.019331054436536,BATTERY
531,-0.43206474246892906,-0.1954021937186235,1.1206262190616108,-0.3230503907785086,-0.5138569711567494,-0.04020163615738808,-1.019331054436536,BATTERY
540,-0.43206474246892906,-0.24687942255744666,1.588398191989904,-0.4777801323405069,-0.5138569711567494,-0.04020163615738808,-1.523448173689768,BATTERY
541,2.314467952848322,0.6797106965413703,1.16740341635444,-0.4777801323405069,-0.5138569711567494,1.3483953708948926,0.9971374225763933,BATTERY
542,-0.43206474246892906,-0.14392496487980033,-0.5633528834802447,-0.4777801323405069,-0.5138569711567494,-1.4287986432096689,0.49302030332316094,BATTERY
544,2.314467952848322,0.8856196118966629,-0.5165756861874153,-0.4777801323405069,-0.5138569711567494,-0.04020163615738808,1.5012545418296255,BATTERY
545,-0.43206474246892906,-0.24687942255744666,1.6351753892827332,-0.4777801323405069,-0.5138569711567494,-0.04020163615738808,-0.011096815930071302,BATTERY
546,2.314467952848322,1.7092552733178337,-0.3294668970160981,0.08956225338682029,-0.5138569711567494,1.3483953708948926,0.49302030332316094,BATTERY
553,-0.43206474246892906,-0.24687942255744666,-0.5165756861874153,-0.6840864544231714,-0.5138569711567494,-0.04020163615738808,-0.011096815930071302,BATTERY
556,2.314467952848322,1.2974374426072484,-0.5165756861874153,2.307355215775463,-0.5138569711567494,-0.04020163615738808,-0.011096815930071302,BATTERY
560,-0.43206474246892906,-0.40131110907391615,-0.4697984888945861,-0.3230503907785086,-0.5138569711567494,1.3483953708948926,-0.011096815930071302,BATTERY
561,-0.43206474246892906,-0.40131110907391615,-1.4053424347511725,-0.3746269712991747,-0.5138569711567494,-1.4287986432096689,1.5012545418296255,BATTERY
562,2.314467952848322,-0.40131110907391615,0.6060770488404883,-0.3746269712991747,-0.5138569711567494,-0.04020163615738808,-0.011096815930071302,BATTERY
566,-0.43206474246892906,0.8341423830578398,-0.4697984888945861,-0.4777801323405069,-0.5138569711567494,1.3483953708948926,0.49302030332316094,BATTERY
571,2.314467952848322,0.8856196118966629,-1.3117880401655138,-0.4777801323405069,-0.5138569711567494,-1.4287986432096689,1.5012545418296255,BATTERY
572,-0.43206474246892906,-0.40131110907391615,-0.2826896997232688,-0.3746269712991747,-0.5138569711567494,1.3483953708948926,-1.019331054436536,BATTERY
575,-0.43206474246892906,0.2164156369919618,-0.3762440943089274,-0.3230503907785086,-0.5138569711567494,-0.04020163615738808,-1.019331054436536,BATTERY
578,-0.43206474246892906,-0.14392496487980033,-0.4697984888945861,-0.4777801323405069,-0.5138569711567494,1.3483953708948926,0.9971374225763933,BATTERY
584,2.314467952848322,5.312661292035455,-0.4697984888945861,-0.3230503907785086,-0.5138569711567494,1.3483953708948926,-1.523448173689768,BATTERY
586,-0.43206474246892906,-0.24687942255744666,-0.2826896997232688,-0.4777801323405069,-0.5138569711567494,1.3483953708948926,0.49302030332316094,BATTERY
588,-0.43206474246892906,1.9151641886731263,1.5416209946970747,-0.4777801323405069,-0.5138569711567494,-0.04020163615738808,-0.011096815930071302,BATTERY
589,-0.43206474246892906,-0.1954021937186235,1.448066600111416,-0.4777801323405069,-0.5138569711567494,1.3483953708948926,-1.019331054436536,BATTERY
592,-0.43206474246892906,-0.1954021937186235,-1.3117880401655138,-0.4777801323405069,1.946066816509053,-1.4287986432096689,1.5012545418296255,BATTERY
594,-0.43206474246892906,0.6282334677025472,-0.18913530513761015,-0.3230503907785086,-0.5138569711567494,-1.4287986432096689,-0.011096815930071302,BATTERY
595,-0.43206474246892906,-0.24687942255744666,-1.3117880401655138,-0.4777801323405069,-0.5138569711567494,-1.4287986432096689,-0.011096815930071302,BATTERY
598,-0.43206474246892906,-0.1954021937186235,1.6351753892827332,-0.6840864544231714,-0.5138569711567494,-0.04020163615738808,0.49302030332316094,BATTERY
606,-0.43206474246892906,-0.40131110907391615,0.8399630353046349,-0.3746269712991747,1.946066816509053,1.3483953708948926,1.5012545418296255,BATTERY
